핵심자원,label
"국내외 브랜드 독점권 및 딜러권
상품개발인력자원
글로벌비지니스 네트워킹
한국실내건축가협회 및 한국관광호텔진흥협회 네트워킹
데코저널 회원 네트워킹
조명, 타일, 위생기기 전문기술력 및 영업력",C
동업계에서 오랜 경험을 바탕으로 제품의 노하우와 기술력으로 시장흐름에 대처하고 있음,E
"끊임없는 열처리기술 및 공법 연구
동종업계에서 규모가 큰 생산능력 및 다양한 장비 보유
금속열처리 업계에서 핵심 기술 다량 보유",D
"미래선도사업 아이템을 선정 및 추진하는 경영진
고객 니즈를 만족하기 위해 발로 뛰고, 생산현장 지원을 서슴치 않는 영업사원
기술영업이 가능한 영업사원
국내 60년 역사의 압출기술 노하우, 최대 압출Capa. 최대 압출용량을 보유한 기업
주조에서부터 후공정 전체를 아우르는 One-stop 생산라인
저렴한 제조원가 기반의 베트남 생산기지를 활용한 판매경쟁력 확보 ",D
"전문공종 중 설계단계부터 제품 압출, 도장, 가공, 조립, 시공 및 하자처리까지 
1stop system을 갖춘 국내업체는 당사가 유일함으로 타사 대비 당사의 핵심 system임.
설계 및 영업능력의 노하우(전문지식)을 갖춰 동종업계 중 상시 상위position 점유.",C
"자산 증식을 위한 투자정보, 자산관리 방안, 절세 방안에 대한 정보와 지식
투자 및 자산관리 정보 지식의 원천이 되는 협력금융사와의 관계 유지
지속적으로 고객에 대한 이력관리와 필요한 요구 사항 해결",D
"타사와 비교우위의 제품력
시대 흐름과 맞는 제품성능
고정비용 최소화로 아웃소싱 증대에 따른 관리능력
시장의 변화에 따른 집중력",D
"인적자원, 물적자원, 재무자원, 지적자산",D
-,E
"경쟁사 대비 높은 생산성을 유지하는 생산기술팀, 생산팀 
핵심공정 자동화로 불량유출 사전방지",D
"국정운영경험이 풍부한 고위 공직자 네트워크
CEO명품아카데미 미래경영과정 등 국내 최고수준의 교육 프로그램 개발 운영
CEO명품아카데미 미래경영과정 등 원우네트워크~ 83개 기수, 3500여명의 수료 원우",C
"완스톱 생산이 가능한 최신설비 및 공정별 설비 보유
칼라인쇄기/랍지기/대형톰슨가공기/형압인쇄기/금박특수인쇄기/코팅기/접착기/사바리가공기
지속적인 연구개발을 통한 다수의 특허 확보
신제품 개발을 담당하는 우수한 상품개발팀
고부가가치 박스 생산 능력 및 생산기술 노하우",B
"제철업의 특성상 고유의 생산 기술을 보유하고 있으며, 글로벌 기업들 과의 경쟁에서 우위를 차지하고 있기에 지속적인 기술개발을 통해 고부가가치강을 생산하여 경쟁력을 지속적으로 유지하고 있음.",D
"전문지식을 가진 인적자원
각종 법률 자문단",E
"각 업종별 20년 이상 된 전문 지식을 갖춘 컨설턴트
업종을 분석 진단할 수 있은 지식
핵심 인재를 선별할 수 있는 지식
개인 경력 관리 컨설팅 지식",E
"제품의 기술력(특허)
Agent의 능력",D
"사업경력 23년 인맥
10년이상 경력의 디자이너
쇼핑몰관리, 발주, 배송, 정산 각 관리하는 직원들
제품을 다양하게 구성하여 요구에 맞게 패키징 하는 능력",D
전문 지식과 기술력을 갖춘 인력과 다양한 시공 실적 보유,E
"최소 경력 5년 이상의 전문 영업 인력들이 갖고 있는 인맥 자원
업계 매출 1위가 갖고 있는 브랜드 파워
업계 최고의 신뢰도를 바탕으로 원할 한 원료곡 확보 능력",D
"데이터 기반의 온라인 마케팅을 주도하는 마케터
빠르게 트렌드를 따라 갈 수 있는 센스 있는 상품개발자
브랜드 특징을 반영한 용기, 패키지 디자인을 실현할 수 있는 디자이너",C
"빠른 정보 제공, 신속한 대응
세계적 기술 개발 동향과 추세 확인 및 정보 제공
다수의 고객이 아닌 선정된 우수 고객. ",D
"퀄리티 높은 디자이너
20년 이상 근무로 노하우가 쌓인 영업팀
새로운 시대의 젊은 영업팀 (신규 도입)
전문성을 갖춘 온라인팀
30년 오랜 사업으로 한 종류의 시장점유율 1위의 인지도",D
"컨텐츠 개발능력을 갖춘 직원
IGM의 고유 컨텐츠 (영상포함)
IGM가치를 전달하는 프로그램, 공간, 서비스 등",E
"시장과 고객의 요구사항을 파악하여 대응하는 영업팀
영업을 뒷받침하는 생산, 연구, 품질 등 충실한 서포트 부서의 조화
주력제품의 경우 업계 최고의 생산 시설 및 규모의 공장",D
"다양한 정보의 선점 및 학연 및 지연을 통한 영업.
풍부한 자금으로 (현금 결제 및 다량 구입) 저렴한 구매로 경쟁력 확보",E
"기술력, 노하우(Know-How), 창작력, 전문성을 갖춘 직원
시대흐름을 따라서 경영하는 마인드",E
"시장흐름을 파악하여 변화를 이끄는 경영진
핵심업무는 당사에서 보유하고 일부 비핵심 업무는 아웃소싱을 통해 운영하는 소싱 능력
업계에서 가장 규모가 있는 생산 능력의 공장 및 설비
발주처의 인맥의 중요성",D
"창립30년의 업력 
중국 생산 기반의 노하우",E
"차별화되고 전문화된 직원 역량 (영업점인프라, 자산관리(WM) 투자 전문인력 등)
디지털화에 부응하는 온라인 서비스(국내 최초로 도입된 스마트폰 키보드 간편 송금서비스인 '키보드뱅킹', 공인인증서 없이 비대면 실명인증을 통해 금융상품에 가입할 수 있는 모바일 금융 플랫폼 '셀프뱅크(Self Bank)', 혁신적인 펀드관리 기능으로 더 간편한 자산관리 서비스를 제공하는 '모바일펀드 서비스', 단축키로 30초 만에 해외로 송금할 수 있는 '모바일 외환 서비스' 등) 
전세계 60여 개 시장에 걸쳐 있는 SC그룹의 글로벌 네트워크를 활용해 해외 투자 및 교역을 모색하는 국내 기업고객들에게 선진적인 기업금융 서비스",D
"새로운 시도로 여러 제품을 만들어내는 R&D팀
제품의 퀄리티가 좋은 공장
많은 고객을 수용할 수 있는 넓은 카페
고객들에게 판매하는 직원들의 서비스 정신",C
"23년 전통을 유지하고 있는 동종업계 최고의 기술력과 실적 보유
우수한 인적 자원 확보
동종업체가 제안하지 못하는 기술 제안서 및 각종 시뮬레이션 제공
당사만이 보유하고 있는 LED 미디어 파사드 관련 특허 보유
동종업계보다 한단계 앞서가는 블루오션시장 개척",C
"전문지식과 협상력을 갖춘 시장점유율 1위를 만드는 영업팀, 시공관리팀, 생산팀, 경영관리팀의 인적 자원
시장흐름을 파악하여 변화를 이끄는 경영진
핵심업무는 당사에서 보유하고 일부 비 핵심 업무는 아웃소싱을 통해 운영하는 소싱 능력
업계에서 가장 규모가 있는 생산 능력의 공장 및 설비
시장점유율 1위의 경쟁력과 25년 업력의 특화된 욕실 시공 노하우와 생산기술",C
"설계능력을 갖춘 인적자원
시장의 흐름과 현황을 이해하고 당사규모에 맞는 방향을 설정하는 전략 및 개발 담당자",D
"당사는 20여년의 시장개척 경험과 노력이 가장 큰 핵심자원이다 하지만 요즘은 중국, 인디아 등에서 저가로 들어와 경쟁하기에 많은 어려움이 있음",E
"오랜 경력을 가진 핵심 기술자보유
시장흐름을 파악하여 변화를 이끄는 경영진
핵심업무는 당사에서 보유하고 일부 비핵심 업무는 아웃소싱을 통해 운영하는 소싱 능력",D
"관련업계 폭넓은 인맥을 가진 영업인력
전문지식과 장기간 경험을 갖춘 품질관리인력
중부경남 레미콘 업계 최초의 밀폐형 자재보관 시스템
고강도 레미콘KS 납품 실적 ",D
"영업30년의 노하우를 고객과 공유
성실과 정직을 내세워 책임감 있게 증권발급",E
"10년 이상 경력을 가진 핵심 맨파워
제조사(본 사)의 대리점에 대한 지원 (건설사 등 잠재 고객 소개) ",E
"기능적 전문성과 문제해결 능력을 겸비한 인적 자원 (영업, 사업관리, 구매, 외주관리, 재무관리 등)
공종별 실적 및 자격 요건",E
"변화하는 상황에 빠른 의사 결정하는 경영진
오랜 경험을 바탕으로 업무를 수행하는 직원들 ",E
"10년이상 경력을 가진 인력 다수 보유
시장점유율 1위의 경쟁력과 21년 경력의 축척된 시공노하우
특허 보유
다수의 시공 장비 보유
자체 주기장, 공장 보유",C
"조직원, 제품, 대리점, 홈쇼핑채널",D
"전문지식이 있는 교육강사
교육기획자
마케팅영업자",D
수많은 업체들을 직접 컨설팅한 노하우가 쌓인 것이 핵심자원이며 전문지식과 에너지를 가진 조직원의 지속적인 공급과 비전 설정을 하기 위해 입사단계부터 각 개인별로 목표에 따른 비전을 제시하는 등 직원 교육 시스템이 잘 되어 있습니다.,E
전문 지식과 유지관리 능력이 있는 인적자원,E
"국토의 효율적 이용을 계획하는 20년 경력이상의 기술 전문인력
국민의 주거안정 실현을 위한 사무 인력
해외시장 개척을 위한 해외사업 전문인력
각종 특허 및 재산권",C
"수입제품의 국내 호환성 여부에 대한 경험
해외 브랜드와의 정보 공유 및 유대 관계
디자인 변화에 대한 빠른 인식",D
"자사의 핵심자원은 30년이상의 전문적이고 광범위한 전문 지식과 설계.무역.영업.해외본사와의 끊임없는 소통을 통해 보다 먼저 클라이언트에게 다가가기 위한 노력을 기울이고 있습니다
따라서 자사의 핵심자원은 ALL FOR ONE. ONE FOR ALL입니다.",E
"현장경험을 바탕으로 기획력 있는 전문기술인력
건설업 경험이 풍부한 경영진",D
"전문지식과 기술력을 통한 LH우수시공 11회 등 건축본부, 토목본부의 인적자원
시장흐름 및 영업수주를 통한 기술혁신본부, 영업본부의 영업능력
자체브랜드아파트(서한이다음, 서한포레스트) 론칭을 통한 브랜드파워
50년이상 지역건설사의 자부심 및 대구광역시 인증 5년연속 고용친화기업",D
"기장담당 여직원(수임업체 규모에 따라 연차 및 직무능력을 고려한 담당자 배정)
회계사(전반적인 사무실 업무 컨트롤 및 회계감사업무 수행)",E
전문기술인력 확보로 차원 높은 시공능력을 향상시키고 불필요한 요소 제거,E
"20년전통의 전문적 경륜 
글로벌 네트워크 (옴니콘 산하 Siegel & Gale)을 통한 글로벌 전문성확보 및 글로벌 브랜드 개발",C
"업계 1위의 네트워크 인프라 자원 
신규 및 기존 고객을 관리하는 영업조직
신규 인프라 및 서비스를 개발하는 R&D 능력",C
"당사 부설연구소의 실적적 운영이 되도록 인적/물적 지원체계 확립
품질 경영 시스텝구축(고객과의 정기적 협의를 통한 문제점파악 및 해결책모색)
효율적 A/S관리 및 FEEDBACK관리를 위하여 수도권은 고객지원팀 자가운영 및 전국적 관리를위하여 20여곳의 A/S직영점 운영
첨단화된 관리시스템 운영 (관리통한 ERP,  SART FOCTORY, 전자결제SISTEM 확립)",C
"의약품 원료, 완제의약품, 건강식품, 의료기기 등 웰케어 제품에 대한 풍부한 사업 경험(30년)
관계회사의 인적 자원과 제품 개발 능력
빅데이터를 이용한 유통플랫폼 구축
B to B 기반으로 상업을 영위해 제약회사 고객을 다수 확보",B
"문제의 대응할 수 있는 인재 
기본을 바탕으로 한 디자인 능력 
다양한 협력업체
전문가형 기획자 (디자인기획과 마케팅 능력)",C
"문제의 대응할 수 있는 인재 
기본을 바탕으로 한 디자인 능력 
다양한 협력업체",D
"각 파트별 전문화된 인적자원-디자인/소재개발 및 생산/영업/생산관리/공장시설 및 COMPLIANCE. 
제품 생산을 위한 안정적인 생산력-공장, 설비 및 전문화된 기술. 
각 단계별 아웃소싱 협력사.
직/간접적인 영업 및 생산관리의 능력을 가지고, 합리적인 의사결정하며, 시장흐름을 파악하고 변화를 이끄는 경영진.",C
"문제의 대응할 수 있는 인재 
기본을 바탕으로 한 디자인력 
다양한 협력업체",D
"90%이상 직원이 학사이상의 고학력 자로 튼튼한 기술인력보유 
다수의 전문 기술사 보유로 설계성과품에 대한 품질 확보
국내 토목(도로) 민간투자사업 제안능력 상위 3위",D
변호사들의 전문지식과 경험을 통해 보유하고 있는 노하우,D
"60년 전통을 자랑하는 역사와 기술력
업계 1위의 역사속에서 다 분야의 시공실적과 그 기술력을 갖춘 구성원
레미콘사를 자회사로 둔 최고의 콘크리트 기술력",D
"가맹점 상권에 맞는 제품 믹스 등에 대한 컨설팅
다양한 제품 수급 ",E
"Place Branding, Place Making분야의 국제적인 전문성
미국 공간경험디자인협회 글로벌 디자인어워드 아시아 최다 수상, 최근 5년기준 세계최다 수상
잇어워드 최초의 3년연속 그랑프리 수상
공공환경분야 굿디자인어워드 최다수상 회사
회사의 80% 5년이상의 장기근속자
일관된 전문성 유지",D
"부동산 개발경험에 따른 역량 (금융, 시공, 분양, 재무)",E
"오랜 현장 경험에 의한 현장의 폭넓은 이해
취급 제품에 대한 이해와 빠른 신제품 정보
시공 및 납품과정에서 생길 수 있는 위급한 상황에 대한 빠른 조치",E
"10년이상의 경력 및 경험을 통한 자동차금융 전문가임
국내승계업체 Top5임. 블루오션이지만 아무나 사업할 수 없음",E
"사출 성형기
조립 원가 경쟁력 확보를 위한 전용 조립기 제작 투입",E
"전문인력-설계팀
계획된 디자인이 반영된 설계도면 및 설명서 ",D
"신뢰도 높은 제조사
장기근속 직원
외부 환경에도 회사 유지 발전을 지키고자 하는 오너의 의지",D
"차량연료
장비",E
"기술력과 시공능력을 겸한 우수인재 확보를 통해 영업력 및 시공능력 확보.
환경신기술, 신재생에너지 분야의 전문인력 영입으로 사업분야 확대.
경쟁력 있는 거래처를 발굴하여 협력함으로써 시공분야에서 영업이익 극대화함.
다양한 분야의 연구장비 구축을 통해 신기술 개발 및 회사홍보에 적극 활용함.",C
"섬세한 여성기업인 경영
LGU+ 고객대상 최상의 서비스 제공을 통한 고객만족 정보통신공사업 전문업체
책임시공을 기반으로 신뢰기반의 상생경영 기업
소통과 상생의 행복기업",E
"업력 33년으로 일궈진 최고의 품질과 기술력 보유
설계, 시공, 감리 등을 ONE-STOP으로 수행하는 종합 정보통신공사업 전문업체
책임시공을 기반으로 고객이 신뢰하는 정보통신 전문기업의 상생경영 운영 
자율과 책임, 소통과 상생의 행복기업",C
"책임시공을 기반으로 고객이 신뢰하는 정보통신공사업 전문업체 
최고의 품질과 기술력 보유 인증기업
CCTV 직접생산과 시공 및 유지보수 기술 보유",D
"수년간 쌓아온 영업 노하우
다양한 공장의 제작능력 및 시공 경험
능력이 뛰어난 설계 인력",E
"현장경험을 바탕으로 기획력 있는 전문기술인력
건설업 경험이 풍부한 경영진",D
"‘연구 개발 중심 경영’이라는 티맥스 경영 철학
전체 임직원의 70% 이상에 해당하는 연구원
기업용 시스템 소프트웨어의 표준을 만들고 있는 티맥스R&D센터
클라우드 관련법 개정에 의한 클라우드 시스템 도입 수요 확대
JEUS를 중심으로 한 세계적인 수준의 Java 기술력을 갖춘 미들웨어 제품",B
"차별화된 제품 (특허제품)으로 높은 기술력
타 업체에서 따라올수 없는 제품, IoT를 기반으로 하제품 출시
시장점유율 1위의 경쟁력과, 신기술개발로 인한 특허 14개, 디자인 12보유로 타업체와  차별화
신축건물 건설시 준공시 없으면 안될제품으로 각지방자치단체 조례변경 등을 통한 영업",C
"전문지식과 협상력, 판단력을 갖춘 영업직원
철강시장의 변화와 흐름을 파악하여 회사를 이끄는 경영진
고객과의 상호신뢰",D
"맨파워(인적자원)
국내 및 해외 기반시설이 공장 및 인프라.
여러 해외 바이어를 통한 시장 확장성.",C
"많은 난공사를 수행한 인적자원
고객요구를 만족시키는 대안능력
가족과 같은 애사심.",E
"직무관련 전문지식 함양 인적자원 구축 
  ( 소방방재 학위전공자 및 자격 취득자, CPR 응급구조 자격자, 반려견(묘) 지도사, 서비스강사 개인정보관리사 外)
유관기관과의 유기적 소통창구 구축
  (전직경찰 및 전역장교 사원 채용, 경찰서/군부대 관계자 미팅 정례화 등 )
10년이상 보안부문 경력관리자 다수 인적자원의 경쟁력 우수
  (전체 인원의 30% 수준 인적구성, 직책: 조장~ 팀장 )",D
경영자의 아이디어와 이를 실현하는 R&D부서,D
"제일 어려운 부분을 해결하는 경영진(토지주 설득, 투자자 설득, 인허가 담당 공무원 설득 등)",E
"철강분야 근무경력 및 전문지식 
철강제품 판매경력 ",E
특화된 상품제시 및 합리적 가격/고품질 제작 및 납기 내 제품 출고,E
"학습과 고객과 제조사 관련제물과 시장 경험을 동반한 직원 
업계 오랜 경험과 네트워크 확보한 대리점 
화학물질 분석서비스 및 화학물질 취급 / 신규물질 등록 등 대응 ",E
28년 유통 경험과 인적 자원,E
"임대용 가설자재
시스템 동바리 및 비계
전문 시공 인력, 전문 설계 인력, 전문 영업 인력
기술개발을 통한 ESG의 완성한 구축
로봇 설비 도입, 대량 생산이 가능한 신설비 시스템 ",D
금융 조달에 전문적인 지식과 각 기업의 재무상태에 맞는 최적의 자금 조달 방법 제시,E
"20년간의 시공 노하우가 축척 된 정밀 시공능력을 보유한 시공팀
전문지식을 갖춘 경영관리팀의 인적자원",E
"다년간의 SH, LH 영업을 통한 인맥
영업에 필요하다면 적극 지원을 아끼지 않는 경영진
시장상황에 유연하게 대처할 수 있는 조직
오랜 경험을 바탕으로 한 시공기술력, 인원 동원능력",E
"한국인과 가장 흡사한 4계절을 가지고 있는 지역의 좋은 머리결(중국 생산제품 우선사용)
중국에서 가족이 직접 운영하는 직영 생산 라인으로 제품의 신뢰성 (중국 현지인들을 거래할 경우 가장 중요한 품질의 상태 유지는 포기 해야 할 경우가 다반사 입니다. 특히 가격인상이나 재료 공급 시 그들 만의 가격을 무기로 시장을 어지럽히는 경우가 허다함)",E
채널에 대한 완벽한이해를 갖춘 영업인력 및 소싱 능력 ,E
"품질력이 좋은 상품 특허권 보유
전문 지식이 있는 디자이너를 통한 제품 관련 컨텐츠 제공",C
"품질, 기술, 브랜드(업계1위 브랜드)
고객 맞춤 서비스 제공 ",D
국내 유일한 Fund-of-Funds기관으로서 전문성과 국내외 네트워크,D
"동종업계와 비교하여 우수한 품질과 경쟁력.
건설사의 니즈를 충족시킬수 있는 당사만의 노하우.
영업직원의 풍부한 지식과 성실함.",E
"연구팀, 관리팀의 인적자원
OEM 및 ODM 생산, 시스템 유지관리 등을 수행하는 협력업체",E
오랜 경험을 갖춘 법률 전문가 그룹,E
"장기근속자의 근무로 인한 거래처 관리 
친절한 서비스 자세",E
"세계 No.1 제철 기술설비 및 고급 철강 제조 기술
50년간 전세계 100여개국 이상 판매되는 수출상사 및 판매망
국내 시장점유율 1위의 경쟁력과 지속적인 R&D투자 및 설비투자
영업부서의 각 산업별 Sales Mix를 통한 산업군 지속 육성 (현재 자동차 & 강건재)",B
"건설사업 전체에 대한 경험적 노하우
건설사업 전반에 대한 최적의 협력사, 기술자와 인적, 물적 네트워크 구축",C
"정부사업에 대한 추진경력 및 이해도가 높은 인적자원
정부사업을 추진할 수 있는 전산시스템 등 인프라
정부, 대학, 연구기관, 연구자 등과의 네트워크",C
숙련된 기술자와 최신식 설비로 각 고객사에 맞는 제품생산.,E
"수십년 업력의 터널 특화 전문지식을 갖춘 영업팀
24시간 대기중인 안전을 최우선시 하는 A/S 정비팀
다년간 숙련된 점보드릴 오퍼레이터들과 매월 중장비 안전교육 수료중인 임직원들의 협력 
고객사와의 탄탄한 신용 및 임직원들의 친절 응대",D
"해당 industry 에서의 Brand Power
Multinational 회사로서 전세계적인 network 와 기술개발 능력
전문성을 갖춘 기술 영업팀 
경쟁우위의 물류서비스 
다양한 business portfolio 
Global network 을 활용하는 원, 부재료 구매 역량으로 cost 경쟁력 확보  
M&A 능력 ",B
"회계와 세무에 전문지식을 갖춘 인적 자원
고객의 needs에 맞는 risk taking 능력
업무를 효율화 할 수 있는 전산 시스템의 구축 및 활용",C
"전문지식을 갖고 있는 영업팀
센서 개발인력 및 R&D조직
56년의 전통기업",C
35년간 축적된 지식과 경험을 바탕으로 A/S에 대한 전문성과 신뢰성을 높인다. 한성자동차는 모든 서비스센터에서 표준화된 공정을 수립하고 서비스 품질을 지속적으로 향상시키기 위해 'KS인증'을 획득했다. 수입차 딜러사 최초로 A/S 교육기관인 'AS 아카데미'를 운영,D
"전문지식을 갖춘 인력
30년간 쌓아온 인맥",E
"전문지식을 갖춘 인력
30년간 쌓아온 인맥",E
"조직력
기술력",E
"영업력, 기술력",E
"디자인과 실시설계를 위한 설계인력
정보수집과 홍보를 위한 마케팅인력",D
"1.	대한민국 최대 규모의 차량용 핸즈프리 생산 라인 구축 및 생산
2.	완전무향실 보유를 통한 음향 제품 정밀 측정 및 연구 개발",C
"한국 최초의 기술 개발노하우와 35년 시공 기술을
갖춘 최고의 전문인적자원",E
"60년 건설 노하우
정예화된 2본부 20개팀의 우수한 인력 보유
기술사/기사 등 공사기술 우수 자격 보유
주거 및 비주거 분야 건축 설계/시공 기술력 보유
VOC 경영을 통한 고객 빅데이터 센터 운영
성능이 우수한 자재 및 인력을 값싸게 조달하고 적기 공급하는 능력 ",D
"시장의 변화에 민감하게 대응 하며 시장에 맞는 제품을 제안 해야 합니다.
제안에 이어 고객의 니즈에 의한 일정을 관리 해야 합니다.
일정은 프로젝트 마다의 성향이 있으므로 모든 프로젝트의 담당 PM에 역량이 중요합니다. 
PM교육이 꾸준이 필요 합니다.",D
"우수한 기술력과 디자인 능력을 갖춘 인적자원
인. 허가에 유연하게 대처할 수 있고, 다양한 인맥을 갖춘 경영진",D
"전문지식과 협상력을 보유하고 있는 중간관리자 및 경영진
프로젝트 수주를 위한 마케팅능력을 보유하고 있는 인원
새로운 건축설계 시장에 대응하기 위한 기업부설연구소의 R/D인력",C
"업계 신뢰도 1위(점유율1위)
 고객만족 책임경영 실천 및 2448제도(AS- 24시간이내 방문/48시간 이내 처리)
 우수한 인적자원(열정적인 직원)
 인맥관리
 자동화 및 전사적 자원관리 시스템으로 원가경쟁력 및 고객불만 최소화.",E
업무능력이 탁월한직원(기술인),E
"기술력
46년의 업력
플라스틱 욕조 제조 외 공업용, 반도체용 가스 제조 노하우",E
"건설사와의 오랜 유대관계를 통한 맨파워 
시장흐름을 파악하여 변화를 이끄는 상품 소싱 ",E
"전문지식과 협상력을 갖춘 시장점유율 1위를 만드는 영업팀, 시공관리팀, 생산팀, 경영관리팀의 인적 자원",E
항만분야 시공 특화 경쟁력 및 현장 원가 관리로 수익 확대,E
"물류 유통, 인테리어, 제품디자인, 시각디자인, 웹디자인, 재무, 인사관리, 마케팅 등 각 전문분야의 담당자들이 고객사의 비용부담을 덜어주는 활동
단순 판매를 주 수입원으로 하는 자영업 사업자들에게 프랜차이즈 시스템을 제공하여 고부가가치의 플랫폼 프랜차이즈 사업으로 성장 기회 공급",E
"10년 이상 경력을 가진 증권 입력 요원의 실무 처리 능력(보험사 근무 경력자 채용함)
보험사 업무 담당보다 더 전문적인 업무 지식 확보
보험사 업무 및 CLAIM 처리 경력자를 통한 최상의 서비스 능력 보유",E
가장 중요한 건 기술력을 가지고 있는 시공팀 직원입니다,E
"기술개발을 위한 연구인력
홍보를 위한 마케팅 인력
특허 및 상표",D
"실력 있고 경험 많은 공인회계사
해당 업무를 지원할 수 있는 직원
체계적이고 효율적으로 인적 관리할 수 있는 시스템",D
"현장 문제 파악, 원인 도출, 개선이 가능한 문제해결 능력이 있는 운영팀 인적 자원
고객사 담당자와 원만한, 장기적인 관계를 가져갈 수 있는 운영팀 인적 자원
(카운터 파트너인 인사총무 담당자가 다른 회사로 이직할 경우에도 지속적인 연락이 필요함)
공급업체와 협상하여 원가 경쟁력을 가져갈 수 있는 구매팀 인적 자원
3년 이상의 경력을 가진 핵심 맨파워 (업종 특성상 이직 잦음)",D
"전문 시공업체 보유(도장, 타일, 토목 등)",E
"시장지배력을 유지할 수 있는 신제품 개발능력
원가 경쟁력 있는 제품 생산역량(공급망에 기초한 최적의 효율적 생산능력 조절 능력)
수요예측 및 최적의 재고수준을 유지할 수 있는 공급망 관리 능력
시장 점유율을 유지 및 확장할 수 있는 영업단의 정기적인 역량강화 교육 프로그램",D
"학교급식 보편화 초창기부터의 업력을 통한 노하우
국내 유수의 식품 제조사와의 총판계약을 통한 지역 독점권확보
안정된 식품공급을 위한 재고 확보 및 업계 최고의 시설보유
단체급식의 트랜드를 반영한 신상품 개발
신속한 사후처리",D
"회사 구성원
보유한 기술",E
"제품 브랜드인지도(박카스, 판피린 등)
개발, 연구, 마케팅, 영업력 등 인적 자원
박카스 등 액제 생산 연구노하우 및 생산 기술력",D
"기존 계약 고객 데이터베이스
영업 활동을 할 수 있도록 뒷받침되어 주는 삼성생명 전문가 집단",D
"우수한 품질을 바탕으로 불량률 제거. 이는 고객에게 믿을수 있는 제품이라는 이미지 각인
작은 기업의 이점을 살려 신속한 대응 및 빠른 의사결정으로 시간낭비의 최소화
태양광 관련 DC스위치 분야의 우수한 해외 브랜드 보유",D
"변화하는 상황에 빠른 의사 결정하는 경영진
오랜 경험을 바탕으로 업무를 수행하는 직원들",E
"건강과 환경을 생각하는 친환경 생산능력
신규사업을 통한 지속적인 성장 노하우
다양한 루트를 통해 전략적인 영업을 이끄는 영업팀",E
"기능적 전문성과 문제해결 능력을 겸비한 인적 자원 (영업, 사업관리, 구매, 외주관리, 재무관리 등)
공종별 실적 및 자격 요건",E
"고객이 신뢰할 수 있는 지적 능력과 비즈니스 노하우를 겸비한 전문가
프로젝트 수행 경험 및 결과물들이 축적된 데이터베이스
각 산업별, 기능별 글로벌 전문가와의 인적 네트워크",D
"누적되어 있는 고객(여.수신)
사내 모든 부서원 / 해당 부서별 정확한 업무 분담화
대출 영업사원 (매출에 중요)
경험이 많은 임원진",E
"아이디어 축적을 위하여 꾸준하게 선진 업체의 디자인이나 새로운 물품 등을 분석하는 노력
적극적인 시장조사를 통하여 새로운 소재나 생산방식에 대한 지식 확대",E
"10년 이상 경력을 가진 증권 입력 요원의 실무 처리 능력(보험사 근무 경력자 채용함)
보험사 업무 담당보다 더 전문적인 업무 지식 확보
보험사 업무 및 CLAIM 처리 경력자를 통한 최상의 서비스 능력 보유",E
"설비를 가장 저렴하게 제작하기 위한 저렴한 자재 공급 업체
최고의 설비를 만들기 위한 전문 기술을 가진 설계 인력
설비 제작시 트러블을 최소화 하고 공기 단축을 할 수 있는 전문 엔지니어",E
"5년이상 경력의 인적작원(맨파워)
높은 퀄리티로 차별화 기술 ",E
"주문 접수 및 응대를 주로 하는 데이터 관리팀 / 상품 기획 및 포장, 출고업무를 담당하는 팀 / 영업을 최우선으로 하는 마케팅팀 의 인적자원
자사와 탄탄한 관계를 유지하고 있는 다량의 매입업체들
‘울금굴비’ ‘굴비주는 꽃배달’ 등 타 업체가 접근하기 어려운 문무대만의 혁신상품
타업체와 비교될 새로운 공정방법
시장흐름을 파악하여 신제품 출시",D
"시공 및 소모 부품에 대한 탁월한 자체 기술 확보 
신규 시장에 대한 적극적인 대응으로 신규 수요 개발
각 영역별 전문지식을 겸비한 인력 확보
생산 효율을 겸비한 생산 설비 구축
수요처별 수주 제고 방안 구축",D
"독보적인 특허기술에 대한 다양한 입증자료 (실험보고서, 국내외 학술논문, 전문기관 인증서 등)
전문적 지식과 숙련도를 지닌 설계팀
입증된 생산능력 및 품질의 공장
국내 최대 실적의 현장 시공팀 및 관리팀",C
"충성스러운 독자
충성스러운 광고주",E
"원장님을 중심으로 한 전문적인 지점 사업체 운영
영업을 뒷받침 하는 자체 전문 회계와 시설의 관리 ",E
시내버스 운전사(10년이상 장기근속자가 많음)입니다,E
"10년 이상 경력 가진 핵심 맨파워
공공프로젝트 수행의 오랜 경험과 노하우 ",E
"육아를 통한 불편사항들을 리서치한 결과물
엄마들, 부모들이 원하는 브랜드 및 트렌드가 반영 된 캐릭터 라이센스 계약
유업 회사들간에 전략적 제휴",D
"기존 제품과 차별화된 우수한 보호장비
국외에서 출시되어 적용사례가 많은 우수제품 국내소개
가격적 경쟁력
기술적인 제안
비용측면과 안정성 측면 모두 만족되는 제품군
오랜 경력의 임직원을 통한 정확한 제품 적용 안내
국내 모든 B2B 구매대행 MRO 업체를 거래하는 납품실적",C
"공공기관, 지자체 수행 포트폴리오, 컨텐츠 제작 노하우 
핵심인력 전문 인력 보유, 자체 어플 , 플랫폼을 통한 효율성 높은 광고 성과 
디자인, 컨텐츠 제작 전문인력 보유 ",C
"진입장벽이 높은 면세점 시스템에 능통한 실무자 
외국어 실력이 능통한 판매사원",D
